439,748
36,3920
441,2814
229,3702
170,179
340,3905
330,4906
180,2927
448,3534
82,4689
272,3240
207,4363
286,2085
91,21
500,3974
93,922
264,3155
197,1862
142,622
418,29
276,4165
272,4621
303,3202
169,1115
30,1181
70,1893
394,2616
54,2331
78,2772
323,1632
170,4151
57,172
15,4386
35,3388
428,2229
191,2480
72,3852
463,3475
315,4432
469,4407
206,3824
45,518
326,3829
169,2719
339,4307
11,770
286,2024
366,478
419,1906
452,2056
486,2904
458,1198
407,3398
448,2190
5,1785
159,2888
359,4719
153,1968
313,1428
309,2067
97,4060
235,2231
23,2961
66,581
378,4562
218,4285
387,1412
224,2853
408,361
225,1105
432,3748
109,3761
258,3656
270,4066
420,1424
357,2003
485,3934
211,4848
284,4346
492,906
346,2045
194,1272
2,431
81,1291
310,2911
21,269
394,653
402,3125
344,1750
453,3502
25,467
98,4591
474,919
365,1787
478,758
267,2566
371,3955
299,4343
109,2091
377,3795
182,2924
349,1213
239,2839
160,260
312,3753
417,1524
248,2280
23,197
212,4058
11,1458
124,1010
290,2275
118,2364
472,1251
129,1049
372,2262
129,4501
272,4695
143,3325
137,3130
1,1472
199,2746
123,4897
365,4963
69,2688
439,4540
441,2762
24,309
67,4476
241,4113
147,766
350,1974
375,3441
287,502
388,1870
383,2242
74,2951
388,656
130,1675
291,3588
233,3137
79,2017
382,4927
256,4102
314,4861
480,3173
229,4426
103,2828
121,2247
74,956
370,3012
164,310
444,3205
30,124
286,2845
367,1174
1,1650
484,3537
249,3509
70,429
136,1368
361,1488
272,23
360,838
49,3118
132,614
371,2697
279,477
437,4539
230,3640
280,1239
343,282
20,4003
417,3061
383,2984
165,1377
144,4843
344,1167
486,2821
419,3737
170,3782
127,2324
127,3476
186,4273
162,2909
130,689
19,1671
142,4808
90,4751
184,757
371,218
3,2439
247,2445
175,4531
166,4511
255,166
407,2128
460,1268
259,4587
27,584
424,1784
146,750
365,3542
375,1034
445,1580
144,360
471,2935
131,2870
412,996
99,1680
339,773
67,1882
70,964
320,1062
369,4026
387,4775
352,917
19,2413
225,228
287,4904
434,3298
206,2267
77,3101
129,1461
460,3103
64,2306
481,2028
296,3512
356,3183
150,1297
110,4675
126,2633
230,2991
247,48
31,2350
256,551
200,217
260,3732
393,719
214,4871
388,1708
241,4020
316,2783
297,4955
381,2302
346,4711
313,2523
434,2001
486,2562
390,1140
91,4249
169,468
138,897
150,2351
326,4640
152,138
25,287
174,2637
21,4747
197,4434
256,1849
334,3860
263,1327
350,2344
115,1086
442,2710
78,3089
214,4088
335,180
469,3312
335,1881
87,1296
384,4510
239,4814
428,1282
364,4421
50,3660
312,2901
174,1097
335,3336
414,354
316,1827
3,2908
181,2551
75,1598
17,2374
7,942
233,3715
133,4618
102,3060
158,4204
94,4517
406,1719
132,1245
213,83
364,2139
102,2477
374,4746
170,3221
465,2119
202,982
290,4036
27,763
428,807
23,2208
290,1422
37,4984
8,4220
191,837
254,3932
192,2504
328,4681
187,1691
140,4375
447,4327
461,958
4,3688
99,2723
354,3561
306,1462
150,4238
232,4694
204,4207
17,554
144,3863
349,1459
320,3068
11,3908
404,350
165,2283
302,4173
176,1252
178,4616
145,3944
3,75
259,4369
143,2743
184,4987
163,2664
101,3420
5,1765
226,4387
29,336
141,2625
234,2703
113,2103
439,1101
303,3646
379,1471
247,1426
462,3099
226,2957
189,743
290,4308
153,3150
51,1730
80,4917
434,3123
84,3832
311,1613
413,1503
66,3010
205,1915
137,4623
97,1339
418,3028
237,2797
176,1019
49,4303
45,3015
290,999
17,4484
376,4301
111,285
400,535
303,4780
28,4606
159,3226
251,4344
43,2539
390,4412
139,4989
322,4824
295,4649
89,3084
73,1825
459,2579
12,3706
286,3624
74,2488
357,135
433,4005
4,1878
275,2773
10,3933
279,3802
494,489
184,2684
256,1895
300,2857
221,1506
68,1060
89,1572
244,2313
390,1495
185,1659
339,93
378,1324
299,2670
268,3707
309,4253
496,2179
410,1441
8,3418
352,4881
500,4864
95,1156
328,2730
95,2782
103,246
249,4128
454,1513
324,1805
369,3729
113,1715
290,1732
2,1718
240,2288
398,1998
366,4526
34,2666
166,2881
152,4527
275,769
426,3650
400,4155
310,4095
369,2465
410,521
25,3151
351,4293
251,1988
396,129
167,4164
16,3054
168,640
353,4553
184,4458
71,4570
140,4996
167,675
184,1480
458,2362
20,13
382,3503
247,4608
297,31
83,4778
203,4372
63,4641
178,414
231,4563
434,1149
144,3493
97,1396
498,1036
216,3008
246,2225
135,3564
472,2744
225,4660
223,2547
2,3117
336,2871
399,4840
43,4100
340,2877
329,870
124,2907
319,3515
139,4154
128,520
169,2301
149,2796
381,4118
100,1442
171,4720
76,3178
40,3070
446,3851
352,2916
120,572
334,1314
91,2611
69,4091
495,1982
366,170
152,2026
286,1812
19,2694
175,684
216,3692
125,3451
257,4081
278,108
40,4040
357,2732
432,549
223,3947
130,1456
284,1907
462,1177
215,4350
175,308
211,3844
201,2578
319,2764
201,216
218,4358
373,3541
444,4912
162,2134
317,4857
477,3685
350,1512
399,1127
179,4644
9,1940
493,4176
111,544
387,3806
238,3520
380,376
473,4739
389,4578
356,2319
276,962
329,359
424,4072
382,3048
144,2422
243,3869
185,3861
311,1235
184,3264
33,1948
411,625
223,4666
499,4831
145,1761
118,4256
45,586
329,2608
203,3186
340,1660
386,2920
229,2200
404,22
26,1683
80,3215
171,426
101,421
110,2655
42,4807
139,3501
218,618
6,1783
457,2958
147,1947
392,3626
262,2708
423,2661
243,3329
167,1664
136,2588
448,3609
331,3472
213,857
122,40
59,1877
492,194
342,3263
268,117
223,4488
180,4786
411,4441
383,3305
124,2043
344,570
393,2025
494,3839
1,3917
307,3556
373,1910
439,3784
98,167
204,1901
305,159
320,4034
190,4865
150,4634
220,4345
254,4585
237,1760
37,3572
299,2491
286,2976
233,258
16,1058
296,340
459,7
184,2887
246,3211
395,497
107,357
428,959
121,3297
337,3275
152,2151
500,727
172,165
233,1123
44,4854
344,1946
294,1570
321,1043
477,399
190,1741
401,3615
32,1816
122,2209
158,3343
239,3268
48,2654
274,173
31,3780
190,1781
33,3504
347,1300
261,3701
375,3339
479,772
308,1899
10,208
205,850
391,408
397,4613
497,4228
367,3796
423,4765
14,645
142,252
57,4617
342,1125
33,1623
109,3738
83,2803
134,4218
441,2868
178,1669
371,2342
49,4888
38,2347
471,2567
444,1591
180,4342
4,3859
190,2930
271,4252
41,1104
41,3303
359,2636
485,1674
475,3492
27,2985
131,4866
8,795
164,242
351,440
451,2469
258,1716
339,4230
437,3409
235,4523
130,4266
156,3910
254,1289
348,4702
284,462
490,2564
186,716
219,2187
301,2080
273,1604
286,1287
98,1953
82,3095
17,213
178,1223
368,1098
426,892
131,3399
484,1005
416,262
47,253
146,4240
452,1684
241,4428
59,3164
253,4795
285,1802
26,3204
212,90
283,43
12,3712
67,4366
448,1330
8,1075
39,713
378,4735
254,1335
418,4329
202,4471
467,291
488,4493
168,901
25,1679
405,3438
120,4971
44,3906
101,33
408,1074
